Age,Column (decade year) 2,Country,Country (max female),Country Code,Country highlight,Country: OECD Avg ,Country: other than OECD Avg,Decades only : T|F,Effective labour market exit age (bins),Every 5 years T|F,Gender,Gender filter,Measure1,OECD Average highlight,OECD Average highlight (female),OECD Average highlight (male),OECD Member: T|F,Ref Area,Reference area,Region (group),Row (decade year) 2,Sex,UPPER Country,UPPER(Gender),Year,Year (2 figures),Year (each 5 years),Year Int,Age | Years,Country name value,Effective labour market exit age,Effective labour market exit age (female),Effective labour market exit age (male),Effective labour market exit age (tooltip),Exit age - Female outliers max,Obs Value
Not applicable,2,United States,United States,USA,False,,United States,True,63,True,Female,True,Effective labour market exit age,False,False,False,OECD member,USA,United States,N. America,2,Female,UNITED STATES,FEMALE,01-01-2012,'12,2012,2012,63.0,,63.0,63.0,,63.0,,63.0
Not applicable,2,United States,United States,USA,False,,United States,False,62,False,Female,True,Effective labour market exit age,False,False,False,OECD member,USA,United States,N. America,2,Female,UNITED STATES,FEMALE,01-01-2013,'13,,2013,62.7,,62.7,62.7,,62.7,,62.7
Not applicable,2,United States,United States,USA,False,,United States,False,62,False,Female,True,Effective labour market exit age,False,False,False,OECD member,USA,United States,N. America,2,Female,UNITED STATES,FEMALE,01-01-2014,'14,,2014,62.6,,62.6,62.6,,62.6,,62.6
Not applicable,2,United States,United States,USA,False,,United States,False,62,False,Female,True,Effective labour market exit age,False,False,False,OECD member,USA,United States,N. America,2,Female,UNITED STATES,FEMALE,01-01-2015,'15,,2015,62.7,,62.7,62.7,,62.7,,62.7
Not applicable,2,United States,United States,USA,False,,United States,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,USA,United States,N. America,2,Female,UNITED STATES,FEMALE,01-01-2016,'16,,2016,63.3,,63.3,63.3,,63.3,,63.3
Not applicable,2,United States,United States,USA,False,,United States,False,63,True,Female,True,Effective labour market exit age,False,False,False,OECD member,USA,United States,N. America,2,Female,UNITED STATES,FEMALE,01-01-2017,'17,2017,2017,63.8,,63.8,63.8,,63.8,,63.8
Not applicable,2,United States,United States,USA,False,,United States,False,64,False,Female,True,Effective labour market exit age,False,False,False,OECD member,USA,United States,N. America,2,Female,UNITED STATES,FEMALE,01-01-2018,'18,,2018,64.3,,64.3,64.3,,64.3,,64.3
Not applicable,2,United States,United States,USA,False,,United States,False,64,False,Female,True,Effective labour market exit age,False,False,False,OECD member,USA,United States,N. America,2,Female,UNITED STATES,FEMALE,01-01-2019,'19,,2019,64.8,,64.8,64.8,,64.8,,64.8
Not applicable,2,United States,United States,USA,False,,United States,False,64,False,Female,True,Effective labour market exit age,False,False,False,OECD member,USA,United States,N. America,2,Female,UNITED STATES,FEMALE,01-01-2020,'20,,2020,64.7,,64.7,64.7,,64.7,,64.7
Not applicable,2,United States,United States,USA,False,,United States,False,65,False,Female,True,Effective labour market exit age,False,False,False,OECD member,USA,United States,N. America,2,Female,UNITED STATES,FEMALE,01-01-2021,'21,,2021,65.2,,65.2,65.2,,65.2,,65.2
Not applicable,3,United States,United States,USA,False,,United States,True,65,True,Female,True,Effective labour market exit age,False,False,False,OECD member,USA,United States,N. America,2,Female,UNITED STATES,FEMALE,01-01-2022,'22,2022,2022,65.3,,65.3,65.3,,65.3,,65.3
Not applicable,1,Australia,Australia,AUS,False,,Australia,True,65,True,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,1,Male,AUSTRALIA,MALE,01-01-1972,'72,1972,1972,65.5,,65.5,,65.5,65.5,,65.5
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,64,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1973,'73,,1973,64.5,,64.5,,64.5,64.5,,64.5
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,64,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1974,'74,,1974,64.5,,64.5,,64.5,64.5,,64.5
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,64,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1975,'75,,1975,64.1,,64.1,,64.1,64.1,,64.1
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,64,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1976,'76,,1976,64.1,,64.1,,64.1,64.1,,64.1
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,64,True,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1977,'77,1977,1977,64.0,,64.0,,64.0,64.0,,64.0
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1978,'78,,1978,63.6,,63.6,,63.6,63.6,,63.6
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1979,'79,,1979,63.0,,63.0,,63.0,63.0,,63.0
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1980,'80,,1980,62.7,,62.7,,62.7,62.7,,62.7
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1981,'81,,1981,62.1,,62.1,,62.1,62.1,,62.1
Not applicable,2,Australia,Australia,AUS,False,,Australia,True,61,True,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,1,Male,AUSTRALIA,MALE,01-01-1982,'82,1982,1982,61.9,,61.9,,61.9,61.9,,61.9
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1983,'83,,1983,62.0,,62.0,,62.0,62.0,,62.0
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1984,'84,,1984,61.6,,61.6,,61.6,61.6,,61.6
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1985,'85,,1985,61.2,,61.2,,61.2,61.2,,61.2
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1986,'86,,1986,61.4,,61.4,,61.4,61.4,,61.4
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,61,True,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1987,'87,1987,1987,61.0,,61.0,,61.0,61.0,,61.0
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1988,'88,,1988,60.3,,60.3,,60.3,60.3,,60.3
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1989,'89,,1989,60.7,,60.7,,60.7,60.7,,60.7
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1990,'90,,1990,61.1,,61.1,,61.1,61.1,,61.1
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1991,'91,,1991,61.0,,61.0,,61.0,61.0,,61.0
Not applicable,3,Australia,Australia,AUS,False,,Australia,True,61,True,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,1,Male,AUSTRALIA,MALE,01-01-1992,'92,1992,1992,61.0,,61.0,,61.0,61.0,,61.0
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1993,'93,,1993,61.3,,61.3,,61.3,61.3,,61.3
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1994,'94,,1994,61.2,,61.2,,61.2,61.2,,61.2
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1995,'95,,1995,61.0,,61.0,,61.0,61.0,,61.0
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1996,'96,,1996,60.8,,60.8,,60.8,60.8,,60.8
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,60,True,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1997,'97,1997,1997,60.6,,60.6,,60.6,60.6,,60.6
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1998,'98,,1998,60.2,,60.2,,60.2,60.2,,60.2
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-1999,'99,,1999,60.9,,60.9,,60.9,60.9,,60.9
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2000,'00,,2000,60.6,,60.6,,60.6,60.6,,60.6
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2001,'01,,2001,60.8,,60.8,,60.8,60.8,,60.8
Not applicable,1,Australia,Australia,AUS,False,,Australia,True,61,True,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2002,'02,2002,2002,61.5,,61.5,,61.5,61.5,,61.5
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2003,'03,,2003,61.6,,61.6,,61.6,61.6,,61.6
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2004,'04,,2004,61.4,,61.4,,61.4,61.4,,61.4
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2005,'05,,2005,62.1,,62.1,,62.1,62.1,,62.1
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2006,'06,,2006,62.3,,62.3,,62.3,62.3,,62.3
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,62,True,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2007,'07,2007,2007,62.4,76,62.4,,62.4,62.4,,62.4
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2008,'08,,2008,62.3,,62.3,,62.3,62.3,,62.3
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2009,'09,,2009,62.9,,62.9,,62.9,62.9,,62.9
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2010,'10,,2010,63.0,,63.0,,63.0,63.0,,63.0
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2011,'11,,2011,63.3,,63.3,,63.3,63.3,,63.3
Not applicable,2,Australia,Australia,AUS,False,,Australia,True,63,True,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2012,'12,2012,2012,63.0,,63.0,,63.0,63.0,,63.0
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2013,'13,,2013,63.6,,63.6,,63.6,63.6,,63.6
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2014,'14,,2014,63.4,,63.4,,63.4,63.4,,63.4
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2015,'15,,2015,63.8,,63.8,,63.8,63.8,,63.8
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2016,'16,,2016,63.6,,63.6,,63.6,63.6,,63.6
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,64,True,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2017,'17,2017,2017,64.1,,64.1,,64.1,64.1,,64.1
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2018,'18,,2018,63.7,,63.7,,63.7,63.7,,63.7
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,64,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2019,'19,,2019,64.1,,64.1,,64.1,64.1,,64.1
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,64,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2020,'20,,2020,64.1,,64.1,,64.1,64.1,,64.1
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,64,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2021,'21,,2021,64.4,,64.4,,64.4,64.4,,64.4
Not applicable,3,Australia,Australia,AUS,False,,Australia,True,65,True,Male,False,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Male,AUSTRALIA,MALE,01-01-2022,'22,2022,2022,65.1,,65.1,,65.1,65.1,,65.1
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-1995,'95,,1995,59.1,,59.1,,59.1,59.1,,59.1
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-1996,'96,,1996,59.3,,59.3,,59.3,59.3,,59.3
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,59,True,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-1997,'97,1997,1997,59.1,,59.1,,59.1,59.1,,59.1
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-1998,'98,,1998,59.2,,59.2,,59.2,59.2,,59.2
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-1999,'99,,1999,59.8,,59.8,,59.8,59.8,,59.8
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2000,'00,,2000,59.2,,59.2,,59.2,59.2,,59.2
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,58,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2001,'01,,2001,58.6,,58.6,,58.6,58.6,,58.6
Not applicable,1,Austria,Austria,AUT,False,,Austria,True,58,True,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2002,'02,2002,2002,58.8,,58.8,,58.8,58.8,,58.8
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2003,'03,,2003,59.1,,59.1,,59.1,59.1,,59.1
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,58,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2004,'04,,2004,58.0,,58.0,,58.0,58.0,,58.0
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,57,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2005,'05,,2005,57.7,,57.7,,57.7,57.7,,57.7
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,58,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2006,'06,,2006,58.1,,58.1,,58.1,58.1,,58.1
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,57,True,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2007,'07,2007,2007,57.6,76,57.6,,57.6,57.6,,57.6
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,57,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2008,'08,,2008,57.2,,57.2,,57.2,57.2,,57.2
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,57,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2009,'09,,2009,57.9,,57.9,,57.9,57.9,,57.9
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,58,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2010,'10,,2010,58.8,,58.8,,58.8,58.8,,58.8
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2011,'11,,2011,59.2,,59.2,,59.2,59.2,,59.2
Not applicable,2,Austria,Austria,AUT,False,,Austria,True,60,True,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2012,'12,2012,2012,60.2,,60.2,,60.2,60.2,,60.2
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2013,'13,,2013,60.5,,60.5,,60.5,60.5,,60.5
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2014,'14,,2014,60.6,,60.6,,60.6,60.6,,60.6
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2015,'15,,2015,60.5,,60.5,,60.5,60.5,,60.5
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2016,'16,,2016,60.6,,60.6,,60.6,60.6,,60.6
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,61,True,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2017,'17,2017,2017,61.6,,61.6,,61.6,61.6,,61.6
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2018,'18,,2018,61.8,,61.8,,61.8,61.8,,61.8
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2019,'19,,2019,62.6,,62.6,,62.6,62.6,,62.6
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2020,'20,,2020,62.0,,62.0,,62.0,62.0,,62.0
Not applicable,2,Austria,Austria,AUT,False,,Austria,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2021,'21,,2021,62.6,,62.6,,62.6,62.6,,62.6
Not applicable,3,Austria,Austria,AUT,False,,Austria,True,61,True,Male,False,Effective labour market exit age,False,False,False,OECD member,AUT,Austria,Europe & Middle East,2,Male,AUSTRIA,MALE,01-01-2022,'22,2022,2022,61.6,,61.6,,61.6,61.6,,61.6
Not applicable,1,Belgium,Belgium,BEL,False,,Belgium,True,62,True,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,1,Male,BELGIUM,MALE,01-01-1972,'72,1972,1972,62.9,,62.9,,62.9,62.9,,62.9
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1973,'73,,1973,62.9,,62.9,,62.9,62.9,,62.9
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1974,'74,,1974,62.9,,62.9,,62.9,62.9,,62.9
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1975,'75,,1975,62.9,,62.9,,62.9,62.9,,62.9
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1976,'76,,1976,62.5,,62.5,,62.5,62.5,,62.5
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,62,True,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1977,'77,1977,1977,62.1,,62.1,,62.1,62.1,,62.1
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1978,'78,,1978,61.6,,61.6,,61.6,61.6,,61.6
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1979,'79,,1979,61.1,,61.1,,61.1,61.1,,61.1
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1980,'80,,1980,60.7,,60.7,,60.7,60.7,,60.7
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1981,'81,,1981,60.3,,60.3,,60.3,60.3,,60.3
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,True,60,True,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,1,Male,BELGIUM,MALE,01-01-1982,'82,1982,1982,60.2,,60.2,,60.2,60.2,,60.2
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1983,'83,,1983,60.2,,60.2,,60.2,60.2,,60.2
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1984,'84,,1984,60.0,,60.0,,60.0,60.0,,60.0
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1985,'85,,1985,59.8,,59.8,,59.8,59.8,,59.8
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1986,'86,,1986,59.2,,59.2,,59.2,59.2,,59.2
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,58,True,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1987,'87,1987,1987,58.6,,58.6,,58.6,58.6,,58.6
