Age,Country,Country (group),Country Code,Gender,Measure1,OECD Member: T|F,Ref Area,Reference area,Sex,UPPER(Gender),Year,Year Int,Age | Years,Effective labour market exit age,Obs Value
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2000,2000,27.1,,27.1
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2001,2001,27.0,,27.0
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2002,2002,26.4,,26.4
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2003,2003,27.2,,27.2
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2004,2004,27.1,,27.1
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2005,2005,27.7,,27.7
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2006,2006,28.1,,28.1
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2007,2007,28.0,,28.0
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2008,2008,28.0,,28.0
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2009,2009,28.1,,28.1
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2010,2010,27.8,,27.8
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2011,2011,27.8,,27.8
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2012,2012,26.4,,26.4
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2013,2013,27.0,,27.0
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2014,2014,26.4,,26.4
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2015,2015,26.5,,26.5
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2016,2016,26.3,,26.3
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2017,2017,26.4,,26.4
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2018,2018,26.3,,26.3
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2019,2019,25.7,,25.7
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2020,2020,25.1,,25.1
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2021,2021,25.5,,25.5
Not applicable,Italy,Europe,ITA,Female,Expected years after labour market exit,OECD member,ITA,Italy,Female,FEMALE,01-01-2022,2022,25.7,,25.7
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1970,1970,15.3,,15.3
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1971,1971,16.5,,16.5
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1972,1972,16.5,,16.5
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1973,1973,16.9,,16.9
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1974,1974,17.3,,17.3
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1975,1975,18.1,,18.1
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1976,1976,18.1,,18.1
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1977,1977,18.3,,18.3
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1978,1978,18.2,,18.2
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1979,1979,18.2,,18.2
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1980,1980,19.0,,19.0
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1981,1981,19.3,,19.3
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1982,1982,19.5,,19.5
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1983,1983,19.6,,19.6
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1984,1984,19.8,,19.8
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1985,1985,20.8,,20.8
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1986,1986,20.7,,20.7
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1987,1987,20.9,,20.9
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1988,1988,21.1,,21.1
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1989,1989,20.8,,20.8
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1990,1990,20.9,,20.9
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1991,1991,20.8,,20.8
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1992,1992,20.5,,20.5
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1993,1993,21.0,,21.0
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1994,1994,21.6,,21.6
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1995,1995,22.3,,22.3
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1996,1996,22.9,,22.9
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1997,1997,22.8,,22.8
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1998,1998,23.1,,23.1
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-1999,1999,23.0,,23.0
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2000,2000,23.5,,23.5
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2001,2001,24.0,,24.0
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2002,2002,24.4,,24.4
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2003,2003,24.3,,24.3
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2004,2004,24.1,,24.1
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2005,2005,24.2,,24.2
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2006,2006,24.5,,24.5
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2007,2007,24.3,,24.3
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2008,2008,24.1,,24.1
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2009,2009,24.0,,24.0
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2010,2010,24.1,,24.1
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2011,2011,24.2,,24.2
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2012,2012,24.5,,24.5
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2013,2013,23.9,,23.9
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2014,2014,23.8,,23.8
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2015,2015,23.7,,23.7
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2016,2016,23.2,,23.2
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2017,2017,22.8,,22.8
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2018,2018,23.0,,23.0
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2019,2019,22.7,,22.7
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2020,2020,23.2,,23.2
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2021,2021,23.1,,23.1
Not applicable,Japan,Other,JPN,Female,Expected years after labour market exit,OECD member,JPN,Japan,Female,FEMALE,01-01-2022,2022,23.1,,23.1
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1970,1970,17.1,,17.1
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1971,1971,16.9,,16.9
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1972,1972,17.1,,17.1
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1973,1973,16.1,,16.1
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1974,1974,16.0,,16.0
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1975,1975,16.0,,16.0
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1976,1976,15.6,,15.6
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1977,1977,16.5,,16.5
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1978,1978,17.3,,17.3
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1979,1979,17.4,,17.4
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1980,1980,17.2,,17.2
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1981,1981,18.5,,18.5
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1982,1982,16.7,,16.7
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1983,1983,17.4,,17.4
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1984,1984,19.3,,19.3
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1985,1985,18.6,,18.6
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1986,1986,19.0,,19.0
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1987,1987,19.6,,19.6
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1988,1988,19.6,,19.6
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1989,1989,15.6,,15.6
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1990,1990,16.3,,16.3
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1991,1991,16.2,,16.2
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1992,1992,17.7,,17.7
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1993,1993,18.7,,18.7
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1994,1994,18.4,,18.4
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1995,1995,18.8,,18.8
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1996,1996,18.4,,18.4
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1997,1997,17.7,,17.7
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1998,1998,19.0,,19.0
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-1999,1999,19.4,,19.4
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2000,2000,20.8,,20.8
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2001,2001,20.0,,20.0
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2002,2002,20.3,,20.3
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2003,2003,20.9,,20.9
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2004,2004,19.9,,19.9
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2005,2005,20.5,,20.5
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2006,2006,21.0,,21.0
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2007,2007,21.2,,21.2
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2008,2008,19.9,,19.9
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2009,2009,20.7,,20.7
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2010,2010,20.6,,20.6
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2011,2011,20.7,,20.7
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2012,2012,20.7,,20.7
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2013,2013,21.2,,21.2
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2014,2014,20.4,,20.4
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2015,2015,19.7,,19.7
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2016,2016,19.8,,19.8
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2017,2017,19.3,,19.3
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2018,2018,20.1,,20.1
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2019,2019,20.6,,20.6
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2020,2020,23.8,,23.8
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2021,2021,22.7,,22.7
Not applicable,Korea,Other,KOR,Female,Expected years after labour market exit,OECD member,KOR,Korea,Female,FEMALE,01-01-2022,2022,21.5,,21.5
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-1994,1994,21.9,,21.9
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-1995,1995,21.7,,21.7
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-1996,1996,22.5,,22.5
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-1997,1997,22.7,,22.7
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-1998,1998,22.5,,22.5
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-1999,1999,22.5,,22.5
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2000,2000,24.0,,24.0
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2001,2001,23.6,,23.6
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2002,2002,23.5,,23.5
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2003,2003,23.2,,23.2
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2004,2004,22.3,,22.3
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2005,2005,22.1,,22.1
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2006,2006,23.7,,23.7
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2007,2007,23.8,,23.8
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2008,2008,23.9,,23.9
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2009,2009,23.8,,23.8
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2010,2010,22.5,,22.5
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2011,2011,21.6,,21.6
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2012,2012,21.7,,21.7
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2013,2013,21.0,,21.0
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2014,2014,21.3,,21.3
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2015,2015,21.4,,21.4
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2016,2016,22.5,,22.5
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2017,2017,21.6,,21.6
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2018,2018,20.9,,20.9
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2019,2019,21.1,,21.1
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2020,2020,20.7,,20.7
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2021,2021,18.8,,18.8
Not applicable,Lithuania,Europe,LTU,Female,Expected years after labour market exit,OECD member,LTU,Lithuania,Female,FEMALE,01-01-2022,2022,19.2,,19.2
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1970,1970,18.5,,18.5
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1971,1971,18.3,,18.3
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1972,1972,17.8,,17.8
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1973,1973,17.2,,17.2
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1974,1974,17.0,,17.0
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1975,1975,16.7,,16.7
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1976,1976,17.0,,17.0
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1977,1977,17.2,,17.2
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1978,1978,17.5,,17.5
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1979,1979,17.8,,17.8
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1980,1980,18.8,,18.8
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1981,1981,19.1,,19.1
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1982,1982,20.6,,20.6
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1983,1983,21.8,,21.8
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1984,1984,22.2,,22.2
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1985,1985,22.0,,22.0
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1986,1986,21.6,,21.6
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1987,1987,20.4,,20.4
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1988,1988,22.4,,22.4
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1989,1989,22.2,,22.2
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1990,1990,23.0,,23.0
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1991,1991,25.4,,25.4
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1992,1992,23.6,,23.6
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1993,1993,23.7,,23.7
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1994,1994,24.6,,24.6
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1995,1995,25.1,,25.1
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1996,1996,25.3,,25.3
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1997,1997,26.5,,26.5
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1998,1998,25.6,,25.6
